Version	Name	Genre	Artist	bpm	☆N7	☆H7	☆A7	☆D7	☆N14	☆H14	☆A14	☆D14	N7	H7	A7	D7	N14	H14	A14	D14
21	VALLIS-NERIA	TRANCE CORE	DJ YOSHITAKA	185	6	10	11	-	7	10	11	-	623	1076	1507	-	667	1169	1619	-
21	VEGA	UNIVERSAL J-CORE	REDALiCE	191	5	9	11	-	5	9	11	-	581	1061	1584	-	583	1046	1670	-
21	YELLOW FROG from Steel Chronicle	DESERT ALTERNATIVE EDGE	劇団レコード	110	3	7	9	-	4	6	10	-	295	643	963	-	367	667	1062	-
21	ZED	DUB STEP	USAO	190	5	8	11	-	5	8	11	-	474	876	1405	-	534	818	1479	-
21	Zirkfied	SPACE REQUIEM	iconoclasm	210	5	10	12	-	5	10	12	-	524	1055	1968	-	518	1044	1897	-
21	ΕΛΠΙΣ	ROMANTIC SCHOOL VARIATIONS	dj TAKA	175	6	10	12	-	6	10	12	-	584	1075	1600	-	551	1096	1577	-
21	†渚の小悪魔ラヴリィ～レイディオ†(IIDX EDIT)	Hi-CORE	夏色ビキニのPrim	190	3	9	12	-	3	9	12	-	279	858	1835	-	278	973	2084	-
21	お米の美味しい炊き方、そしてお米を食べることによるその効果。	お米タル	大日本鉄倶楽部【あさき＆96】	190	5	8	10	-	5	9	10	-	459	812	1122	-	517	805	1085	-
21	たまゆら	PROGRESSIVE	佐々木 博史	180	7	10	12	-	6	10	12	-	600	960	1407	-	602	1159	1441	-
21	アストライアの双皿	ZODIAC ORACLE 7	ZODIACSYNDICATE	173	4	9	12	-	5	9	12	-	345	1110	1632	-	505	1105	1514	-
21	カジノファイヤーことみちゃん	電波	ARM feat. 山本椛＋Brasscapsule	230	4	8	11	-	4	8	12	-	331	737	1271	-	343	701	1477	-
21	キャトられ?恋はモ～モク	Hi-ν BLEEP	ギュ～っとしたい?Prim	196	6	10	12	-	6	10	12	-	751	1359	1988	-	795	1388	2120	-
21	シュレーディンガーの猫	TOY CONTEMPORARY	Cait Sith	187	6	10	12	-	7	10	12	-	580	1231	1717	-	614	1198	1685	-
21	トリカゴノ鳳凰	歌謡 DRUM & BASS	L.E.D. Vs. 幽閉サテライト	185	6	9	12	-	6	9	12	-	586	1057	1932	-	579	1138	1709	-
21	メイメツ、フラグメンツ	CYBER SYMPHONIC POP	中山真斗(Elements Garden) feat. 桜川めぐ	157	4	8	10	-	4	7	11	-	329	661	984	-	357	588	1059	-
21	ラキラキ	LUCKY TECHNO	Mutsuhiko Izumi &amp; S-C-U	165	4	8	10	-	4	8	10	-	332	749	1001	-	343	758	1016	-
21	下弦の月	NEO CLASSICAL DANCE	iNO	166	5	7	9	-	5	7	9	-	477	755	1000	-	471	729	984	-
21	仮想空間の旅人たち	TECHNO	DJ MURASAME	151	5	9	11	-	5	8	11	-	587	1121	1450	-	570	1032	1549	-
21	創世ノート	CREATOR	PON+wac	200	4	9	11	-	4	9	11	-	430	988	1512	-	464	952	1265	-
21	即席！脳直★ミュージックシステム	AKIBA-POP	MOSAIC.WAV	197	6	10	12	-	6	9	12	-	529	1032	1838	-	544	1056	1735	-
21	晴天Bon Voyage	スウィートロニカ	TOMOSUKE × seiya-murai feat. ALT	230	3	7	9	-	4	7	9	-	242	649	917	-	370	672	915	-
21	朧	FASCINATION	HHH×MM×ST	149	4	7	10	-	4	7	10	-	395	758	1060	-	413	759	1082	-
21	梅雪夜	想歌 梅	Qrispy Joybox feat. mao	167	5	7	10	-	5	8	10	-	445	759	1081	-	425	771	1108	-
21	狂イ咲ケ焔ノ華	Hi-GOTH	覚醒ノPrim	206	6	10	12	-	6	10	12	-	621	1269	1860	-	656	1316	1894	-
21	虹色の花	LIGHT-VISUAL POP	Akhuta y OJ	170	4	8	10	-	4	8	11	-	460	814	1142	-	446	878	1367	-
21	音楽	SILENT	弁士カンタビレオ	210-360	5	10	12	-	5	10	12	-	453	1038	1487	-	500	949	1369	-
21	龍と少女とデコヒーレンス	EPIC TECHNO	黒猫ダンジョン	165	5	8	11	-	5	9	11	-	427	863	1515	-	440	893	1387	-
22	Adularia	ARTCORE	DJ TOTTO	180	6	10	-	-	6	10	-	-	540	972	-	-	524	946	-	-
22	ALBA -黎明-	HYPER GOTHIC BEAT	SOUND HOLIC feat. Nana Takahashi	165	5	8	11	-	4	8	11	-	330	787	1631	-	398	820	1600	-
22	Atr?p?s	NEUTRONICA	sasakure.UK	182	6	8	11	-	5	9	11	-	530	860	1201	-	498	876	1400	-
22	Critical Crystal	DANCE SPEED	青龍	191	6	8	11	-	6	9	11	-	565	946	1495	-	574	975	1429	-
22	DARK LEGACY	DARK ELEMENT	BaSTeT	196	6	9	-	-	7	9	-	-	675	1077	-	-	894	1127	-	-
22	Devilz Sacrifice -贖罪の羊-	SYMPHONIC BREAK BEATS	OSTER project	175	4	9	11	-	6	9	11	-	489	927	1265	-	497	922	1224	-
22	diagram	GLITCH HOP	Expander	112	3	7	11	-	4	7	11	-	318	660	1461	-	400	636	1419	-
22	Elektrick U-Phoria	UK HARDCORE	DJ Noriken	180	6	9	11	-	5	8	-	-	593	1004	1566	-	654	1048	-	-
22	Element of SPADA	HEALING POP	猫叉Master feat. 霜月はるか	170	3	7	9	-	3	5	9	-	355	686	1047	-	355	686	1217	-
22	esrev:eR	EMOTIONAL SENTENCE	TAG meets "eimy"	155	4	7	9	-	6	8	9	-	395	693	968	-	565	862	1063	-
22	EXTREME MACH COLLIDER	TECHNO	L.E.D.	148	5	8	11	-	5	9	10	-	527	763	1305	-	485	852	1007	-
22	Funny shuffle	JAG GLITCH	猫叉Master+	115	3	6	11	-	4	7	11	-	309	590	1199	-	308	639	1312	-
22	Give Me Your Love	KANA-POP	星野奏子	130	4	7	9	-	4	7	10	-	331	696	946	-	415	686	1027	-
22	Insane Techniques	Hi-TECH FULL ON	kors k	146	4	7	10	-	4	8	10	-	378	672	1263	-	385	812	1251	-
22	INSOMNIA	FUNKOT	ジャカルタファンクブラザーズ	195	4	8	-	-	4	8	-	-	407	938	-	-	443	991	-	-
22	LA FESTA LA VITA!!	DRUM'N'BASS	GUHROOVY	180	5	9	11	-	5	9	11	-	443	915	1461	-	469	1069	1445	-
22	Lighting Shower	TRANCE POP	TAG	162	4	7	11	-	4	7	11	-	418	694	1220	-	383	686	1288	-
22	m1dy Deluxe	TOKYO STYLE SPEEDCORE	m1dy	205	6	9	11	-	6	9	11	-	598	951	1342	-	627	931	1332	-
22	MAD ATTACK	UPBEAT	HALFBY	140	3	6	9	-	3	6	10	-	348	683	991	-	383	719	1136	-
22	MAGIC & LOVE	HAPPY CORE	DJ Genki feat. Yukacco	185	5	9	11	-	4	8	11	-	517	942	1481	-	470	765	1628	-
22	Miracle 5ympho X	FRENCHCORE	USAO	210	5	8	10	-	6	9	11	-	390	674	1325	-	446	978	1489	-
22	NPC World	ELECTRO POP	PON	165	5	8	10	-	5	9	10	-	522	826	1155	-	496	970	1174	-
22	Odin	GABBER	Noizenecio	160-180	4	7	10	-	5	7	10	-	408	721	1039	-	438	709	1140	-
22	Overload Frontier	HARDCORE RAVE	DJ Shimamura	175	5	8	11	-	6	9	11	-	404	954	1336	-	522	1006	1249	-
22	rainbow guitar weeps	BRIGHTNESS	dj TAKA	158	5	9	11	-	6	9	-	-	492	951	1406	-	610	998	-	-
22	RISE	DRUMSTEP	Dirty Androids	182	5	8	10	-	5	8	10	-	480	701	951	-	496	732	1038	-
22	Valgus	MAINSTREAM HARDCORE	DJ Myosuke feat. yukacco	175	4	7	11	-	4	7	10	-	330	685	1206	-	348	734	1212	-
22	WOBBLE IMPACT	DUBSTEP	Sota Fujimori	190	3	7	10	-	3	7	11	-	327	789	1253	-	348	893	1489	-
22	Wonder Girl feat. Kanae Asaba	EUROBEAT	Y&amp;Co.	160	4	6	11	-	5	7	10	-	365	647	1414	-	432	673	1457	-
22	廿	新世紀進歩的羽扇子音楽	DJ TECHNORCH	120-160	5	8	10	-	5	8	10	-	485	890	1215	-	485	938	1190	-
22	旋律のドグマ ～Mis?rables～	JUVENILE DRUM & BASS	楓璃夢=ジークフリード=ファイエルローゼン	192	6	10	-	-	6	10	-	-	629	1271	-	-	691	1362	-	-
22	牧神笛吹きて	ZODIAC ORACLE X	楽士ゾディアック	157	4	8	11	-	4	8	11	-	377	721	1044	-	379	748	1026	-
22	罪と罰	HYPER J-POP	Xceon feat.Mayumi Morinaga	144	5	7	10	-	6	8	10	-	555	711	1096	-	672	896	1216	-
22	超!!遠距離らぶ?メ～ル	乙女EDM	ななひら	130	3	7	10	-	4	7	11	-	292	790	1352	-	363	879	1450	-
22	ErAseRmoToR maXimUM	HARDCORE	L.E.D.-G VS GUHROOVY	250	5	7	9	-	5	7	9	-	574	813	1686	-	688	822	1798	-
22	GOBBLE	CANTERBURY&BEAT	Kimitaka Matsumae	160	3	5	-	-	3	5	-	-	252	369	-	-	369	917	-	-
22	INFINITE PRAYER -floating flock style-	AMBIENT	L.E.D. feat.GORO	110-120	3	4	0	-	3	4	-	-	372	444	546	-	524	547	-	-
22	Trancemission	MASHROOM FUNK	napakick	120	3	5	-	-	3	5	-	-	299	438	-	-	341	473	-	-
22	サナ・モレッテ・ネ・エンテ(B.L.T.STYLE)	MONDO-CUBAN	Togo Project feat.Sana	90-180	3	4	-	-	3	4	-	-	443	481	-	-	638	673	-	-
22	c-r-a-c-k-ER	HIPHOP	GWASHI	96	3	4	0	-	4	5	-	-	428	597	813	-	614	790	-	-
22	DENGUE	ORIENTAL AMBIENT	Macky	100	3	4	0	-	4	5	-	-	327	383	433	-	338	436	-	-
22	DUNE	TRIPHOP	napakick feat. Taja	78	3	4	0	-	4	5	-	-	359	469	508	-	515	553	-	-
22	PRAT FALL	DIGI-ROCK	SPON	134	4	5	0	-	5	6	-	-	496	580	650	-	532	713	-	-
22	Changes(CS6th)	BALLAD	RYOTA MITSUNAGA	70	2	3	-	-	2	3	-	-	226	303	-	-	272	440	-	-
22	LOVE BOX	J-SOUL	め組upper-slope	114	2	5	0	-	3	5	0	-	242	473	598	-	242	460	598	-
22	STEP INTO THE NEW WORLD	UK ASIAN	L.E.D.-G VS GUHROOVY fw NO+CHIN	84-177	6	7	0	-	6	8	0	-	627	943	1037	-	823	963	1023	-
22	suggestion	ACID HOUSE	kita-g	177	3	6	0	-	5	7	0	-	380	743	858	-	505	746	904	-
22	エブリデイ・ラブリデイ -L.E.D.STYLE MIX-	HOUSE REMIX	Togo-chef feat.Sana	133	5	6	0	-	5	6	-	-	641	902	931	-	773	900	-	-
22	5PM ETERNAL	RAGGA JUNGLE	GUHROOVY fw. NO+CHIN	180	5	8	0	-	6	8	0	-	436	858	996	-	434	822	955	-
22	80's CAPSULE	DISCOTHEQUE	め組upper-slope	125	3	4	0	-	3	5	-	-	366	553	984	-	366	554	-	-
22	Beyond The Earth	WORLD/ELECTRONICA	猫叉Master	140	5	8	0	-	6	7	-	-	668	1102	1646	-	789	1237	-	-
22	paramnesia	CLUB JAZZ	Shinji Ushiroda	133	4	6	0	-	6	7	0	-	333	494	810	-	356	464	1163	-
22	Usual Days-remix	DANCE POP	ota2	139	4	7	0	-	4	8	0	-	558	764	1364	-	725	1147	1474	-
22	炸裂！イェーガー電光チョップ！！	HARDSTYLE	L.E.D.	159	5	8	0	-	7	8	0	-	702	1077	1312	-	950	1411	1621	-
22	ACID VISION	LIQUID FUNK	L.E.D.	182	6	8	0	-	5	7	0	-	573	845	934	-	572	837	933	-
22	HYPE THE CORE	GABBA	DJ CHUCKY	190	4	8	0	-	5	8	0	-	566	1044	1539	-	566	1044	1871	-
22	IXION	PSYCHEDELIC TRANCE	L.E.D.	150	5	8	0	-	5	7	0	-	569	913	1086	-	621	911	1187	-
22	jelly kiss-Midihead's Smack Mix-	HARD HOUSE	Togo project feat.Sana(Remixed by Midihead)	135	4	7	0	-	4	6	0	-	393	687	1079	-	393	687	1524	-
22	Strong Woman feat.DABO	R&B	Asami	92	4	6	0	-	4	5	0	-	252	366	649	-	252	366	649	-
22	泰東ノ翠霞	JAPANESE POPS	bermei.inazawa/feat.霜月はるか	180	2	4	0	-	2	5	0	-	250	386	914	-	286	467	1256	-
22	Go Berzerk	HARDCORE	Scott Brown	172	5	9	9	-	5	9	9	-	526	1249	1396	-	526	1249	1972	-
22	Toxic	GARAGE MIX	WaveGroup/Shoichiro Hirata 	143	2	3	7	-	2	3	7	-	260	371	705	-	260	371	705	-
22	You Really Got Me	BREAKBEATS MIX	WaveGroup/Shoichiro Hirata	138	1	2	7	-	2	4	8	-	228	321	799	-	228	321	799	-
22	BLUE MIRAGE	NU STYLE GABBA	DJ CHUCKY	170	5	10	12	-	5	9	11	-	596	1091	1606	-	596	1092	1509	-
22	Endless Summer Story	JAPANESE REGGAE	DJ Yoshitaka feat.星野奏子	95	2	6	8	-	2	6	8	-	228	572	766	-	251	583	924	-
22	IceCube Pf.(RX-Ver.S.P.L.)	CLUB JAZZ	高田雅史	120	2	5	7	-	4	8	-	-	249	550	902	-	325	885	-	-
22	Recollection	POPS	Noria	182	5	7	9	-	3	7	8	-	597	883	1118	-	598	880	1104	-
22	Scripted Connection⇒ long mix	TECHNO	DJ MURASAME	151	-	12	-	-	-	-	-	-	-	4459	-	-	-	-	-	-
22	風の谷のDREAM	TRANCE	PINK PONG	146	4	7	9	-	4	6	10	-	458	718	933	-	458	730	1225	-
22	321 STARS	TECHNO POP	DJ SIMON	192	5	8	10	-	4	6	9	-	276	413	588	-	294	436	626	-
22	Attack the music	HARD TECHNO	DJ FX	140	1	5	6	-	4	7	6	-	139	323	397	-	324	378	403	-
22	Back Into The Light(CS13)	2STEP POP TRANCE	Sota Fujimori	144	6	9	10	-	7	9	10	-	715	1075	1344	-	713	1323	1560	-
22	Bleeding Luv ～Immorality act～	PROVIDENCE R	Xephia(Tatsh＋Yuta)	214	6	8	11	-	6	9	11	-	616	982	1412	-	616	1025	1297	-
22	breathless	DIST.LOUNGE	Studio Bongo Mango feat.Tomoko Kataoka	175	4	7	9	-	4	8	-	-	437	763	1017	-	437	763	-	-
22	CALDERA	HARDCORE	CALF	120-210	7	10	11	-	6	9	11	-	436	686	787	-	438	665	754	-
22	DRUNK MONKY	MINIMAL	DJ ODDBALL	145	7	10	12	-	6	9	11	-	524	833	1177	-	593	862	1104	-
22	Hybrid Landscape	TEC-DRUM'N'BASS	Sota Fujimori	170	4	8	9	-	4	8	-	-	369	686	858	-	369	686	-	-
22	LIGHT MOTION	RAVE	RAM	152	5	6	8	-	3	5	7	-	314	486	532	-	315	476	531	-
22	Shoot'Em All	DETROIT TECHNO	Manabu Namiki	152	4	7	11	-	4	7	11	-	404	748	1264	-	318	855	1416	-
22	super highway	DRUM'N BASS	nouvo nude	160	4	7	8	-	4	8	8	-	349	395	483	-	391	452	483	-
22	The Hope of Tomorrow(CS13)	CYBORG TRANCE	Sota Fujimori	144	6	8	10	-	6	9	11	-	732	1012	1404	-	904	1332	1716	-
22	VANISHING POINT	NU STYLE GABBA	DJ CHUCKY	170	4	8	10	-	4	8	10	-	542	829	1261	-	668	900	1392	-
22	WaterCube Pf.(RX-Ver.S.P.L.)	ETHNO POP	高田雅史	150	3	7	10	-	3	7	10	-	295	700	1120	-	351	735	1143	-
22	Beginning of life(THE GROUND PULSE MIX)	TECHNO	Remixed by QUADRA	140	5	8	11	-	8	10	12	-	447	675	860	-	651	777	1039	-
22	Chain of pain	FULL ON	kors k VS 猫叉Master+	153	4	8	10	-	7	9	11	-	396	789	1130	-	610	939	1301	-
22	DENIM	TECHNO	SLAKE	150	4	8	10	-	4	10	11	-	304	670	883	-	415	801	1043	-
22	Electrified	ELECTRO	SySF	140	4	8	10	-	5	9	11	-	341	733	947	-	587	885	1282	-
22	feeling of love	HOUSE	youhei shimizu	136	2	6	9	-	4	5	8	-	202	692	899	-	396	513	820	-
22	Guilt & Love	SHINING RAVE	The Plastic Ambition（jun & DJ YOSHITAKA）	170	6	9	10	-	5	7	10	-	622	948	1297	-	577	837	1207	-
22	Playball	TECH HOUSE	sanodg	140	4	5	7	-	4	7	9	-	351	470	693	-	548	816	1073	-
22	SEQUENCE CAT	TECHNO	SLEDLAKE(SLAKE & L.E.D.)	145	5	10	11	-	6	10	12	-	551	1128	1446	-	640	1333	1985	-
22	SHOX	DRUM'N'BASS	RAM	175	5	8	10	-	7	9	11	-	439	596	881	-	588	685	1109	-
22	THE DETONATOR 	NU STYLE GABBA	teranoid vs L.E.D.-G	173	6	10	11	-	7	9	10	-	836	1284	1636	-	985	1156	1570	-
22	The Least 100 sec	PROGRESSIVE	Sasaki Hirofumi	200-263	5	9	12	-	5	9	12	-	414	762	1505	-	496	774	1369	-
22	Treasure×Star	DANCE POP SPEED	NAOKI & Ryu☆ fw.さちまゆ	171	4	9	10	-	7	9	10	-	374	884	1103	-	661	839	1021	-
22	Turning the motor over	LATIN SKA	Delaware feat. Jeff Coote	178	3	5	6	-	3	5	6	-	202	247	382	-	207	248	381	-
22	Welcome	HARDCORE	Uraken	170	4	10	11	-	6	8	11	-	440	919	1357	-	727	967	1326	-
22	Around The Galaxy	UPLIFTING TRACE	NISH	145	4	7	10	-	6	9	10	-	570	1083	1675	-	776	1364	1940	-
22	Battle Train -IIDX Edition-	HARD DANCE	Sota Fujimori	160	4	9	11	-	5	9	11	-	454	1302	1687	-	714	1218	1949	-
22	Biometrics Warrior	RAGGACORE	GUHROOVY fw.NO+CHIN	215	5	10	12	-	5	10	12	-	498	1299	1593	-	706	1267	1810	-
22	BRAINSTORM	TRANCECORE MEETS GABBA	Hardcore United Tokyo(teranoid & DJ TECHNORCH)	180	4	9	11	-	5	10	12	-	386	1032	1449	-	633	1204	1495	-
22	Claiomh Solais	ILUZIO	DJ Yoshitaka VS S.S.D.	165	2	6	9	-	2	8	10	-	173	723	1052	-	265	843	1175	-
22	CRYMSON	DIGITAL HARDCORE	RAM	240	5	6	9	-	5	6	9	-	333	385	503	-	359	384	520	-
22	GUILTY	TECHNO	D.J.SETUP	148	5	8	10	-	5	9	11	-	509	798	966	-	521	837	1087	-
22	HELL SCAPER -Last Escape Remix-	GABBAH	DJ TECHNORCH fw.GUHROOVY	180	5	8	11	-	6	9	11	-	494	911	1458	-	741	1177	1459	-
22	IMPLANTATION	GOA TRANCE	TOMOSUKE	145	5	10	12	-	5	9	11	-	335	885	1163	-	502	807	1153	-
22	Pluto	SUPERNOVA2 BEAT EX	Black∞Hole	50-270	8	11	12	-	8	11	12	-	499	1052	1407	-	466	1045	1328	-
22	quick master (reform version)	J-TEKNO	youhei shimizu	145	1	3	4	-	1	5	6	-	80	178	264	-	128	225	312	-
22	REPLAY	TECHNO	SLAKE	140	4	8	10	-	6	9	11	-	478	840	1141	-	820	973	1505	-
22	Sidechained Threats	ELECTRO	sanodg	140	5	8	10	-	8	9	10	-	627	1026	1238	-	984	1216	1526	-
22	symptom	DRUM'N'BASS	kobo vs kr:agu?	170	4	9	11	-	6	10	12	-	547	1008	1367	-	719	1141	1698	-
22	VOX UP	ROTTERDAM TECHNO	sampling masters MEGA vs 青龍	202	8	11	12	-	8	10	12	-	858	1473	1870	-	1105	1437	1855	-
22	WHAT'S NEXT?	NU JAZZ	SLAKE feat. DAINA NORMAN	145	5	9	10	-	4	9	10	-	300	665	870	-	392	642	837	-
22	Back Into The Light -Feelings Won't Fade Vocal Mix-	TRANCE	Sota Fujimori	144	4	9	10	-	5	9	11	-	523	1157	1405	-	710	1173	1777	-
22	Electrorgasm	ELECTRO	Sota Fujimori	135	5	9	10	-	6	9	11	-	448	987	1285	-	693	1129	1546	-
22	ERaSeR EnGinE DistorteD	HARDCORE	L.E.D.-G VS GUHROOVY	177	5	10	11	-	6	10	12	-	446	1098	1384	-	666	1152	1625	-
22	FLAG OF PEACE	DRUM'N'BASS	GUHROOVY fw.NO+CHIN	170	5	8	11	-	5	9	11	-	545	903	1295	-	545	903	1295	-
22	From Time To Time	TECH HOUSE	sanodg	140	4	9	10	-	4	10	11	-	404	983	1293	-	404	983	1293	-
22	Gymnopedie 009	BOSSA ELECTRO	Studio Bongo Mango feat. Junko Wada (BE THE VOICE)	200	5	8	10	-	5	8	10	-	439	770	994	-	439	770	994	-
22	RIZING YOU UP	HAPPY HARDCORE	Ryu☆	177	6	9	10	-	7	10	12	-	537	1080	1295	-	780	1313	1680	-
22	Sunshine Hero	乙女ハウス	kors k feat.Mari*Co	128	2	7	9	-	1	7	10	-	277	913	1135	-	237	807	1134	-
22	Tori-no-kimochi	WORLD/ELECTRONICA	猫叉Master+	132	1	6	10	-	2	7	11	-	133	662	1030	-	310	730	1030	-
22	ToyCube Pf (RX Ver.S.P.L)	NEW AGE	高田雅史	137-180	4	7	9	-	7	8	11	-	379	789	1153	-	575	1038	1395	-
22	Troposphere	DRUM'N'BASS	kobo	165	5	8	10	-	6	9	11	-	459	881	1127	-	637	968	1438	-
22	Unicorn tail	BREAKBEATS TRANCE	DJ YOSHITAKA	170	4	8	11	-	4	9	12	-	438	1046	1605	-	438	1050	1833	-
